clade	ac351	ac352	ac353	ac354	ac355	ac356	ad363	ad364	ad365	ad366	ad367	ad368	am357	am358	am359	am360	am361	am362	amd782	amd783	amd784	amd785	amd786	amd787	bc351	bc352	bc353	bc354	bc355	bc356	bd363	bd364	bd365	bd366	bd367	bd368	bm357	bm358	bm359	bm360	bm361	bm362	bmd782	bmd783	bmd784	bmd785	bmd786	bmd787
k__Bacteria|p__Firmicutes|c__CFGB28439|o__OFGB28439|f__FGB28439|g__GGB28439	0	99	512	99	527	0	1881	0	2346	526	2408	135	0	0	0	0	0	0	0	0	0	0	0	0	3303	6787	0	345	0	0	0	0	664	608	79	4702	49	36886	0	205	627	99	0	0	3575	4386	1438	3099
k__Bacteria|p__Firmicutes|c__CFGB28439|o__OFGB28439|f__FGB28439|g__GGB42327	0	0	4395	0	0	0	1510	4877	0	2841	2094	283	0	0	0	0	0	0	0	0	0	0	0	0	2110	361	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846|g__GGB75314	841	0	3648	0	0	0	0	0	38	0	92	0	0	0	0	0	0	274	0	0	0	0	0	0	1330	1280	838	0	0	0	0	0	0	0	0	0	0	3966	197	0	840	0	0	0	187	164	0	0
k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873|f__FGB2873|g__GGB28387	5124	7013	30096	7956	1820	0	13335	28251	2362	12984	1475	6504	1423	2662	308	626	3751	27425	12692	22155	2223	0	1866	0	0	0	1622	36	723	6795	2772	294	1440	1135	622	233	4441	0	0	0	0	1921	2126	384	15367	0	14409	12640
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB30413	0	0	0	3487	0	0	0	0	47226	28256	105875	22251	0	0	0	41735	41280	11499	140294	234655	220	74574	150834	136415	0	0	0	0	0	0	8144	4119	37677	6390	5296	0	0	36122	0	1380	9059	3986	14249	17337	58365	0	51089	26862
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057|g__GGB75074	8990	49915	1618	16935	61460	6873	27139	15834	48130	18835	9641	633	0	0	0	0	0	0	0	0	0	0	0	0	48947	53331	0	36332	22555	6768	23697	2881	113547	4246	1487	88530	0	79736	57756	49941	50718	4326	5397	9158	40121	9020	29025	9825
k__Bacteria|p__Firmicutes|c__CFGB40333|o__OFGB40333|f__FGB40333|g__GGB42696	4690	7036	10347	10346	2245	8341	8198	3921	0	0	10740	4774	0	2969	0	0	0	0	3783	8077	4391	0	0	0	0	0	5578	9225	10333	7383	13476	1992	0	0	6951	0	6128	0	0	0	0	427	3301	3105	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB5209|o__OFGB5209|f__FGB5209|g__GGB30140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4881	0	0	0	10813	0	14199
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709|f__FGB72709|g__GGB30300	0	0	0	0	0	0	5813	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	1058	0	644	14003	0	0	0	0	3139	0	0	0	0	5715	0	1775	0	0	0	0	0	0	718	0	723	0
k__Bacteria|p__Firmicutes|c__CFGB72896|o__OFGB72896|f__FGB72896|g__GGB75927	0	0	0	0	0	0	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB45564	48829	8579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	37637	0	34395	14345
k__Bacteria|p__Firmicutes|c__CFGB77250|o__OFGB77250|f__FGB77250|g__GGB30408	14919	16172	75310	7487	33655	5412	24278	18833	4813	43489	31161	4136	0	0	0	0	5209	2010	0	543	0	1587	0	0	78743	20948	19634	11775	71797	9517	6637	1424	0	947	2461	20213	0	17823	33309	0	680	8847	3247	6888	11179	2587	1238	3658
k__Bacteria|p__Firmicutes|c__CFGB77250|o__OFGB77250|f__FGB77250|g__GGB30414	1315	0	16141	1831	6065	0	1039	4146	3276	9261	0	0	0	1354	963	84	806	5316	0	0	14186	0	2098	2218	2115	251	1511	0	4420	281	0	0	0	165	0	8088	0	4757	3791	0	499	0	881	559	427	0	0	1747
k__Bacteria|p__Firmicutes|c__CFGB77305|o__OFGB77305|f__FGB77305|g__GGB28828	0	0	0	1502	2945	0	31997	106652	12659	3913	1995	1328	0	0	0	0	0	0	0	0	0	29798	0	0	0	0	0	0	0	1951	2981	2597	0	0	3026	8657	0	91077	18130	1879	11533	0	12737	13516	0	18600	499	0
k__Bacteria|p__Firmicutes|c__CFGB77306|o__OFGB77306|f__FGB77306|g__GGB20146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10264	2651	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	4094	0
k__Bacteria|p__Firmicutes|c__CFGB77306|o__OFGB77306|f__FGB77306|g__GGB25052	15365	0	0	2101	12358	187	11399	23387	737	0	0	0	0	0	0	941	0	0	608	0	0	0	0	0	11305	22661	0	2052	6476	0	8370	0	0	0	0	13558	0	22351	12067	2424	4755	0	2000	1995	0	6974	346	0
k__Bacteria|p__Firmicutes|c__CFGB78137|o__OFGB78137|f__FGB78137|g__GGB29550	153944	11522	0	33361	14220	8256	65037	57009	144669	3613	0	0	21136	2661	36718	0	0	0	49157	90308	58925	102861	203750	66983	11826	0	28850	29606	26100	13500	30366	2725	46748	6093	0	0	10976	0	0	0	0	3581	0	3972	57835	0	138842	116053
k__Bacteria|p__Firmicutes|c__CFGB78857|o__OFGB78857|f__FGB78857|g__GGB28930	15874	31582	73076	460	136	1805	15714	23714	37520	2211	0	0	0	0	0	0	0	0	0	0	0	22909	0	0	32367	0	4424	4072	807	7116	140	0	0	0	0	0	0	35663	47293	5351	13141	0	0	0	7813	6995	0	206
k__Bacteria|p__Firmicutes|c__CFGB79257|o__OFGB79257|f__FGB79257|g__GGB47144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118|f__FGB8118|g__GGB29005	0	0	0	0	0	0	0	0	0	0	0	0	0	59630	318022	41980	3767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338516	387166	19837	0	0	0	0	0	34314	0	0
k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118|f__FGB8118|g__GGB29006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9507|o__OFGB9507|f__FGB9507|g__GGB28380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12151	2247	5830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382	2441	6941	24551	1614	0	0	65392	38899	7797	0	1609	0	0	0	0	0	3458	14639	0	0	0	1366	5119	1711	0	0	0	0	0	332	19920	23267	9051	5536	12476	0	13151	3323	0	0	2831	1554	24599	6624	1527	10166	0	2444
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7238	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28384	0	3423	2354	4818	553	586	0	0	0	9178	6013	6591	604	0	1418	0	0	0	20677	26035	25399	0	0	0	0	0	9631	11077	6439	14505	0	0	0	0	0	10079	237	0	0	0	0	351	406	313	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB28392	0	0	0	0	0	0	0	0	0	1078	0	0	0	0	0	0	0	0	0	203	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	125	227
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB28394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1084	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB42342	0	0	0	597	0	0	9743	13425	4374	13327	480	2596	0	0	0	0	1731	1469	597	3174	0	1150	0	0	0	0	0	0	0	12994	5059	3691	997	0	0	5602	13261	0	0	0	0	929	6961	2634	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB42343	0	5019	1969	847	0	17	0	0	0	0	0	0	0	0	887	0	0	0	0	0	0	0	0	0	538	0	0	1494	228	2052	0	0	0	0	0	0	0	4052	0	0	191	0	0	0	5394	69	0	0
k__Bacteria|p__Firmicutes|c__CFGB9617|o__OFGB9617|f__FGB9617|g__GGB28776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4756	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB28810	20792	645	1096	3302	0	0	5712	2056	7865	847	1301	289	1755	677	1469	0	2263	4546	1749	5359	0	7840	5370	4821	6091	1430	2365	1394	1871	0	441	0	265	750	707	12470	0	24247	18307	3462	995	0	522	1250	237	3489	2488	4556
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629|f__FGB9629|g__GGB28839	0	0	1660	7324	407	0	21438	18884	18676	18825	2946	3005	0	1896	21115	31982	0	0	0	0	0	21633	13902	3194	9281	55260	0	0	0	1022	11565	8606	0	2313	0	32235	0	72709	105306	20333	11445	0	15464	33734	0	19225	0	0
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629|f__FGB9629|g__GGB28840	0	0	0	82	0	0	138	0	0	2222	0	0	0	2099	10161	467	0	0	1905	2305	0	4482	0	654	0	0	55	217	0	0	303	0	0	0	0	334	0	4494	2011	0	0	0	0	0	0	0	0	277
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	15002	1613	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883	0	0	0	226	0	0	0	3211	0	0	0	0	0	0	0	0	3233	0	0	0	0	0	0	0	2406	0	0	0	0	0	0	3423	194	0	201	4338	0	0	0	0	0	0	7759	10618	16073	0	19733	28620
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934	7999	14216	45618	2531	0	0	15963	25156	18884	26943	27053	37896	0	5285	35808	0	9906	1146	29328	10724	640	45952	16033	22292	13860	12581	8165	7848	0	0	20194	531	0	2826	25371	39936	0	27250	10125	2465	1928	769	5099	4360	0	7912	2371	3159
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28994	4421	0	4902	0	0	0	0	0	0	0	0	0	0	6409	40348	5596	0	0	0	0	0	90029	57288	0	117079	60199	0	0	0	0	0	0	0	0	0	0	0	387333	35481	19142	28320	0	0	0	0	23672	0	0
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29001	0	0	0	0	0	0	0	33084	0	0	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29002	0	0	0	0	0	0	328	2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	327	0	0	0	0	0	0	0	0	0	0	0	6668	3215	0	0	0	0	178	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659|f__FGB9659|g__GGB29003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	376	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660|g__GGB29004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42550	10178	0	0	0	0	963	0	0	0	0	0	0	0	0	0	1154	4695	0	0	9664	0	0	0	541	2044	5785	2569	18838	13498
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29530	0	0	0	7075	0	0	28974	20084	21473	37523	13341	0	2657	0	11663	14399	10702	7174	21800	47852	18317	13377	40054	12844	8438	12313	0	0	0	6016	13602	4260	14330	8138	9986	48930	0	44987	39039	9726	11920	6173	26511	25658	0	9871	0	0
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531	15824	16626	52888	19980	14812	1763	0	0	0	309	26284	16409	0	5408	0	0	0	0	0	0	0	0	0	0	5273	0	55187	26845	16697	0	0	0	0	0	2430	69737	238	20274	29246	0	502	9017	0	1096	83818	1236	16779	17615
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836|f__FGB9836|g__GGB29546	0	0	22852	0	0	0	0	0	0	0	7202	0	0	0	0	0	0	437	0	0	0	0	0	0	0	4354	0	0	0	0	0	0	0	0	0	0	0	1051	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960|f__FGB9960|g__GGB30142	72	0	3732	895	0	0	259	6915	0	4625	1002	7956	0	26937	44979	15931	28650	1092	0	28545	0	35694	2601	8872	0	0	10403	3723	0	0	0	0	0	0	11359	1833	0	0	1858	0	260	718	0	0	96	0	1606	1730
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	21394	48817	44617	15926	4645	7192	10618	13656	11893	3849	2922	4260	2166	5725	14979	33034	29430	117158	21253	20602	4136	9851	27737	3384	10291	6812	100298	12976	3735	736	1496	0	10242	1626	4099	12702	653	50870	28268	3822	0	19156	365	937	15388	25251	4304	16698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778	428	0	612	654	0	3892	4398	3431	0	1314	1943	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	5778	1365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35888	5219	201912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB81440	0	0	0	0	0	0	4065	4295	13518	2408	1554	0	0	718	72	0	0	0	1079	6082	0	0	9514	0	0	0	0	138	0	457	0	0	0	0	0	7334	0	4727	2061	0	0	0	0	144	0	0	35	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656	0	3019	7626	4921	7502	8379	4454	1007	810	806	1070	0	184	0	0	0	0	21	0	0	0	0	0	0	2243	0	4524	4322	6689	2542	2153	141	0	487	0	0	0	63	0	0	540	188	2587	1879	2629	1324	6239	1275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Candidatus_Arthromitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified	7298	1972	50006	32288	1513	5451	57707	58735	40468	43970	51023	10919	0	7541	10118	47801	170504	186542	192480	67182	84317	21802	25426	31564	984	0	2641	10656	44034	1423	89150	24943	33152	7697	36676	110506	0	119763	46056	16505	19108	5580	55304	48805	27831	46033	29579	26058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	20051	0	0	0	0	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	0	0	0	0	0	3679	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28845	0	0	0	0	0	0	5041	2067	0	3513	0	0	0	0	0	0	0	0	0	0	0	27851	0	0	4510	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28851	0	0	28953	4386	0	0	68498	85208	96963	45519	14062	52029	0	0	0	0	8105	55292	80351	94555	19177	17306	223870	31300	0	61889	254	0	0	0	28506	3505	12861	6042	3487	122191	0	220177	50153	12819	3054	3659	15774	16363	0	67341	0	1686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28854	63767	13523	5789	0	1427	0	4189	11085	0	0	1455	11764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	568	0	0	2870	0	0	0	0	270	0	313	3811	0	299	0	0	0	6375	0	7122	5582
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28944	0	0	0	0	0	0	0	0	0	0	4097	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28945	3323	0	29809	0	0	0	0	433	1806	0	0	0	46178	5578	15509	26891	888	10130	2375	933	123	57697	23841	11145	166	3983	3667	1029	204	6300	2347	0	0	0	0	12743	2386	474	1879	0	0	0	0	0	0	375	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	1175	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	1066	0	0	0	0	0	0	0	2315	0	0	0	0	1643	0	2353	0	0	0	0	0	0	0	0	108	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28954	0	1381	215	0	0	0	0	0	4826	0	0	521	2956	3322	37913	14940	0	11675	3701	15087	0	12895	26487	7440	7341	2067	2077	0	0	0	550	0	6229	0	35	7591	0	1180	0	0	0	67	0	0	0	0	675	773
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28956	11733	0	5093	1909	0	11479	6507	7217	9210	3730	8695	6718	0	2884	3655	14530	15848	34903	21791	15929	430	12904	62010	20410	2031	503	48597	2807	12445	287	6822	0	4963	817	7140	75345	0	15949	18652	7618	1836	9094	2777	2516	3108	18268	14074	13844
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639	3554	0	0	0	0	0	7315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1993	0	0	0	0	0	0	0	981	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28961	0	0	0	0	0	0	0	962	0	4557	0	0	0	0	0	3475	0	0	0	0	0	1991	2165	0	0	0	0	0	0	0	0	0	0	0	0	71	0	4341	593	0	0	0	0	0	14767	439	19218	15013
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28964	9403	8477	16371	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12187	498	1584	0	12511	0	536	0	0	0	0	0	0	0	0	0	0	0	0	1158	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28967	213	0	22592	0	0	0	0	6084	6120	4759	4977	6704	3460	0	0	0	566	2795	0	589	3319	746	1559	216	35436	6932	10116	5704	10319	4113	0	0	164	544	4158	8469	171	16378	6009	953	2501	1043	0	0	5718	6541	5206	7119
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28968	12369	11514	3257	3727	914	0	7569	14298	9083	7894	5662	24124	7335	14266	16391	11267	58089	36245	44021	49455	2649	24846	98875	41395	8726	0	13043	1697	2158	428	9465	632	1406	0	7164	54138	349	13941	15357	0	49	852	6111	7581	4935	12505	16867	7725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	4183	0	288	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30147	6491	0	7216	6998	7867	1489	55360	76011	3959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4581	8350	0	954	8382	7746	9691	14336	0	0	0	0	0	95538	31904	1155	8733	0	21129	24174	0	14856	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42601	286	1725	0	0	0	0	437	0	0	1615	0	0	0	0	516	0	0	0	0	18	0	0	37	462	1492	10270	912	0	0	0	728	0	0	0	0	0	0	359	727	0	0	0	471	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	1421	0	5504	175	0	0	6998	1192	0	24924	3876	23931	987	0	0	0	4514	3649	23694	106922	0	6500	254285	77718	9387	48541	0	0	349	0	1873	0	0	0	5648	119637	0	6539	806	0	0	0	5284	8607	0	3791	0	57226
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28782	0	0	0	0	0	0	3809	6790	0	3066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2158	3451	0	0	0	0	0	0	0	0	0	0	0	6200	0	0	0	0	0	0	0	327	2063	3609
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28787	0	0	0	0	0	0	0	0	61241	0	0	0	0	0	0	2456	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11392	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28790	974	82	0	206	0	0	0	6051	82	1039	2488	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	4137	5770	0	0	6603	12069	241	0	0	0	0	0	0	1238	0	0	4756	0	25560	23272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28984	0	0	0	0	0	0	10469	20190	845	4024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5580	128	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28990	0	0	0	0	0	0	0	0	0	0	22563	0	0	0	0	19029	0	0	0	0	31	0	33116	0	710	4506	0	0	0	0	0	0	13558	3798	0	0	0	54731	42041	2675	2911	0	0	0	4778	9854	10315	11143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28991	0	0	0	591	0	0	8970	12211	9395	40266	0	0	0	0	0	0	0	125086	0	0	0	21986	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	334	0	0	0	0	0	0	0	0	0	0	19912	0	27500	3255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29685	0	0	226	7427	26713	42888	0	0	11854	971	0	0	47841	13169	3371	0	0	0	0	0	0	0	0	0	10279	0	15200	1132	314	7353	5486	3130	931	1673	5039	4184	64101	0	0	0	0	1604	680	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified	2047	895	909	0	0	0	0	0	12164	9018	0	0	0	0	0	17415	625	3097	0	0	0	0	0	0	14263	1181	0	0	0	0	0	0	4596	2520	0	5542	0	3595	2678	3337	12651	719	0	0	27652	7491	29713	16837
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB30286	0	0	0	351	0	0	12390	14155	2727	24188	3561	3904	0	7988	8383	0	7539	0	0	10641	1407	9147	11917	2665	23047	3434	0	0	0	0	0	0	0	0	0	0	0	37039	22103	3920	5252	0	65	3717	13455	532	5503	5725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor	0	0	8147	0	0	0	27124	26976	7133	2631	0	1301	0	0	1317	0	3105	3678	0	7070	0	1562	24923	3632	3991	0	604	0	0	0	2070	0	0	0	0	1107	0	7892	0	0	0	0	0	0	9318	143	3418	478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea	1616	21044	9122	0	0	0	0	0	0	0	0	0	1776	0	0	0	0	4967	0	0	0	0	7985	23999	8149	13930	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
